epoch,train_image_loss,valid_image_loss,train_image_f1_score,valid_image_f1_score
1,0.02120366506278515,0.020209884271025658,0.23507171419069237,0.32538186108094846
2,0.016203127801418304,0.0166963879019022,0.3767103772495131,0.397262734720956
3,0.014589743688702583,0.013245988637208939,0.4264667433517307,0.43379962744498807
4,0.013311588205397129,0.012099974788725376,0.45366220315602734,0.45541595297315873
5,0.011908471584320068,0.011478531174361706,0.4701803278264448,0.46530735897777015
6,0.011601406149566174,0.01184779405593872,0.48126099991492344,0.472418546393808
7,0.01130526140332222,0.01159497257322073,0.48967047970528876,0.48045152235174826
8,0.01269286684691906,0.011023862287402153,0.4954057434589634,0.48708561156910235
9,0.011317168362438679,0.010281739756464958,0.5014768271553917,0.487799434518002
10,0.0076462263241410255,0.011059490032494068,0.504964907658641,0.49682250993948074
11,0.010873526334762573,0.010922158136963844,0.5117013084665465,0.495713315706136
12,0.0202796570956707,0.010974448174238205,0.5158693783842865,0.46699403114698135
13,0.012147421017289162,0.01198552269488573,0.4882982249487224,0.49909036398664713
14,0.010624496266245842,0.010395033285021782,0.5165671084357143,0.5092476363925441
15,0.010084006004035473,0.010205688886344433,0.5286689903472905,0.5215440041847305
16,0.01018450129777193,0.010978666134178638,0.5364644825483823,0.5196627502044582
17,0.009197437204420567,0.010176555253565311,0.5430367209452426,0.5288006245133602
18,0.007954836823046207,0.009169600903987885,0.5494053326009009,0.5290602713206858
19,0.009031873196363449,0.009759044274687767,0.555141875912438,0.5302209289098249
20,0.008941158652305603,0.01047406904399395,0.5610440178828632,0.530608119086392
21,0.00916433148086071,0.009207608178257942,0.5641035735921046,0.5370556290643561
22,0.012540098279714584,0.009262568317353725,0.5703855814013784,0.5371096759670617
23,0.008972037583589554,0.010451260022819042,0.5769845830927536,0.5409998156928829
24,0.009387509897351265,0.008900328539311886,0.581490556037954,0.5436117018136306
25,0.007137894630432129,0.009182728826999664,0.5871350184199954,0.546660700183738
26,0.01219871360808611,0.009044799022376537,0.5921948018068393,0.547308661786846
27,0.0080497357994318,0.010229954496026039,0.5976150353219215,0.5474527244946463
28,0.00930873118340969,0.009623201563954353,0.6021422937432482,0.5519284884688072
29,0.008034521713852882,0.010109256953001022,0.6068442337765698,0.5479655371111164
30,0.008416772820055485,0.00958110298961401,0.6146898700066578,0.5496954449536308
31,0.007981929928064346,0.009098012000322342,0.6178811316331551,0.5494047737633158
32,0.008691536262631416,0.009250137954950333,0.6233632894504647,0.549979522231586
33,0.007804849185049534,0.009589900262653828,0.630832431421078,0.5493438391314189
34,0.006070012226700783,0.008921591565012932,0.6348343699166491,0.5468588892907094
35,0.005509197246283293,0.009866803884506226,0.6416802161301656,0.5527192196166971
36,0.008257893845438957,0.00966184213757515,0.6455886902357452,0.5537441712793063
37,0.004970328416675329,0.009723417460918427,0.6513716665394239,0.550249941829883
38,0.00540982186794281,0.009454954415559769,0.6563725993941474,0.5547273221299105
39,0.004170767497271299,0.009050621651113033,0.6629159128433941,0.5549769790098006
40,0.00649490300565958,0.010281638242304325,0.6667048470305534,0.556570682930682
41,0.009097813628613949,0.009342731907963753,0.6683746307394736,0.5510256541491918
42,0.006569282151758671,0.007869534194469452,0.6768687903392334,0.5628677247699881
43,0.0077675022184848785,0.00945814698934555,0.6802905697469419,0.5565381534489424
44,0.006593550555408001,0.009248836897313595,0.6883301016673171,0.5569474559681082
45,0.00554513419046998,0.01002505887299776,0.6948997536004069,0.5567031937551051
46,0.004311644472181797,0.009026877582073212,0.6992930792708933,0.5558087000547348
47,0.006968554574996233,0.009797071106731892,0.7049344500564868,0.5572976171860544
48,0.005442790687084198,0.010173513554036617,0.7084864416243514,0.561415778511118
49,0.0037329543847590685,0.009504027664661407,0.7124323641242367,0.5599800730586486
50,0.005724786780774593,0.011019013822078705,0.7171402517756614,0.5574908389480367
